"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000138, 1, 0.000138, clf__n_components='10', clf__tol='0.000500005'
0.357506, 0.400714, 0.375864, 1, 0.018358, clf__n_components='10', clf__tol='0.000500005'
