,exp_duration,exp_id,oob_avg_score,oob_median_score,oob_score_ci,oob_std_score,param_search_best_params,param_search_eval_params,param_search_test_loss,param_search_test_loss_var,param_search_training_loss,param_search_training_loss_var
0,0 days 01:07:19.947133000,684,0.5768877276407124,0.5833333333333334,"(0.45716783216783213, 0.6727891156462585)",0.05618350515357507,"{'clf__C': 52526.64773897401, 'clf__gamma': 3.144666220042699e-05, 'clf__random_state': 930, 'clf__shrinking': 1, 'clf__tol': 0.0007858409679725796, 'selector__bootstrap': 0, 'selector__criterion': 1, 'selector__max_depth': 0, 'selector__max_features': 2, 'selector__min_samples_leaf': 0, 'selector__n_estimators': 289.0, 'selector__random_state': 226}","{0: {'clf__C': 0.18562168068483167, 'clf__coef0': 0.0, 'clf__gamma': 0.14811837087578444, 'clf__kernel': 'rbf', 'clf__random_state': 2, 'clf__shrinking': False, 'clf__tol': 6.508844584953566e-05, 'selector__bootstrap': True, 'selector__criterion': 'entropy', 'selector__max_depth': None, 'selector__max_features': 0.3747248731826488, 'selector__min_samples_leaf': 9, 'selector__min_samples_split': 2, 'selector__n_estimators': 26, 'selector__random_state': 182}, 1: {'clf__C': 0.20148244626383943, 'clf__coef0': 0.0, 'clf__gamma': 0.0005968121711285709, 'clf__kernel': 'rbf', 'clf__random_state': 548, 'clf__shrinking': False, 'clf__tol': 0.0003713274909816878, 'selector__bootstrap': True, 'selector__criterion': 'gini', 'selector__max_depth': 3, 'selector__max_features': 0.9502130583952192, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 491, 'selector__random_state': 993}, 2: {'clf__C': 52526.64773897401, 'clf__coef0': 0.0, 'clf__gamma': 7.487300523911188e-07, 'clf__kernel': 'rbf', 'clf__random_state': 930, 'clf__shrinking': True, 'clf__tol': 0.0007858409679725796, 'selector__bootstrap': False, 'selector__criterion': 'entropy', 'selector__max_depth': None, 'selector__max_features': None, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 289, 'selector__random_state': 226}, 3: {'clf__C': 30.931418704131953, 'clf__coef0': 0.0, 'clf__gamma': 1.362937175324906e-05, 'clf__kernel': 'rbf', 'clf__random_state': 119, 'clf__shrinking': False, 'clf__tol': 0.0015491046724332128, 'selector__bootstrap': True, 'selector__criterion': 'entropy', 'selector__max_depth': None, 'selector__max_features': 'sqrt', 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 136, 'selector__random_state': 400}, 4: {'clf__C': 1.5431678749856386, 'clf__coef0': 0.0, 'clf__gamma': 0.19831219315045936, 'clf__kernel': 'rbf', 'clf__random_state': 447, 'clf__shrinking': True, 'clf__tol': 0.0016446315386649496, 'selector__bootstrap': False, 'selector__criterion': 'entropy', 'selector__max_depth': 2, 'selector__max_features': 0.42307342078375576, 'selector__min_samples_leaf': 14, 'selector__min_samples_split': 2, 'selector__n_estimators': 29, 'selector__random_state': 309}, 5: {'clf__C': 3410.7456605527186, 'clf__coef0': 0.0, 'clf__gamma': 0.21758099387491403, 'clf__kernel': 'rbf', 'clf__random_state': 604, 'clf__shrinking': True, 'clf__tol': 0.00018201619744185758, 'selector__bootstrap': False, 'selector__criterion': 'entropy', 'selector__max_depth': None, 'selector__max_features': 0.2715920099372282, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 1071, 'selector__random_state': 584}, 6: {'clf__C': 91.20330748884237, 'clf__coef0': 0.0, 'clf__gamma': 0.00018216395884315182, 'clf__kernel': 'rbf', 'clf__random_state': 233, 'clf__shrinking': False, 'clf__tol': 0.00041271259344628357, 'selector__bootstrap': True, 'selector__criterion': 'entropy', 'selector__max_depth': None, 'selector__max_features': 0.8332860216895963, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 579, 'selector__random_state': 279}, 7: {'clf__C': 70.18016062552292, 'clf__coef0': 0.0, 'clf__gamma': 0.13231516249343067, 'clf__kernel': 'rbf', 'clf__random_state': 202, 'clf__shrinking': False, 'clf__tol': 0.005709425845811134, 'selector__bootstrap': False, 'selector__criterion': 'gini', 'selector__max_depth': 4, 'selector__max_features': 0.04012623641619684, 'selector__min_samples_leaf': 9, 'selector__min_samples_split': 2, 'selector__n_estimators': 40, 'selector__random_state': 135}, 8: {'clf__C': 1.317149818215745e-05, 'clf__coef0': 0.0, 'clf__gamma': 0.12276363249990065, 'clf__kernel': 'rbf', 'clf__random_state': 373, 'clf__shrinking': False, 'clf__tol': 9.679273677169299e-05, 'selector__bootstrap': True, 'selector__criterion': 'entropy', 'selector__max_depth': None, 'selector__max_features': 0.4460268732786109, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 44, 'selector__random_state': 766}, 9: {'clf__C': 80.87870105872354, 'clf__coef0': 0.0, 'clf__gamma': 0.20647588904130232, 'clf__kernel': 'rbf', 'clf__random_state': 480, 'clf__shrinking': True, 'clf__tol': 0.0034773162598737356, 'selector__bootstrap': False, 'selector__criterion': 'gini', 'selector__max_depth': None, 'selector__max_features': 0.3622248440118583, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 50, 'selector__random_state': 219}, 10: {'clf__C': 0.026672356562658643, 'clf__coef0': 0.0, 'clf__gamma': 8.587634750164624e-07, 'clf__kernel': 'rbf', 'clf__random_state': 938, 'clf__shrinking': False, 'clf__tol': 1.2939750258426907e-05, 'selector__bootstrap': True, 'selector__criterion': 'gini', 'selector__max_depth': 4, 'selector__max_features': 0.1462054382232224, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 344, 'selector__random_state': 727}, 11: {'clf__C': 0.00022365344060618523, 'clf__coef0': 0.0, 'clf__gamma': 2.9971135193947314e-06, 'clf__kernel': 'rbf', 'clf__random_state': 711, 'clf__shrinking': False, 'clf__tol': 0.004894802064103908, 'selector__bootstrap': False, 'selector__criterion': 'gini', 'selector__max_depth': None, 'selector__max_features': 0.19486553531362139, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 504, 'selector__random_state': 113}, 12: {'clf__C': 0.2668665431028973, 'clf__coef0': 0.0, 'clf__gamma': 0.08359235597152301, 'clf__kernel': 'rbf', 'clf__random_state': 744, 'clf__shrinking': False, 'clf__tol': 0.0017793413403380317, 'selector__bootstrap': True, 'selector__criterion': 'gini', 'selector__max_depth': 3, 'selector__max_features': 'log2', 'selector__min_samples_leaf': 3, 'selector__min_samples_split': 2, 'selector__n_estimators': 28, 'selector__random_state': 678}, 13: {'clf__C': 77.79381476337007, 'clf__coef0': 0.0, 'clf__gamma': 0.005183944842138617, 'clf__kernel': 'rbf', 'clf__random_state': 68, 'clf__shrinking': True, 'clf__tol': 8.952570008217243e-05, 'selector__bootstrap': False, 'selector__criterion': 'entropy', 'selector__max_depth': 3, 'selector__max_features': 'log2', 'selector__min_samples_leaf': 2, 'selector__min_samples_split': 2, 'selector__n_estimators': 367, 'selector__random_state': 550}, 14: {'clf__C': 7802.7134373752215, 'clf__coef0': 0.0, 'clf__gamma': 0.0008426722417347384, 'clf__kernel': 'rbf', 'clf__random_state': 370, 'clf__shrinking': True, 'clf__tol': 0.0019405747151896122, 'selector__bootstrap': False, 'selector__criterion': 'gini', 'selector__max_depth': None, 'selector__max_features': 0.07013455782320199, 'selector__min_samples_leaf': 14, 'selector__min_samples_split': 2, 'selector__n_estimators': 134, 'selector__random_state': 995}, 15: {'clf__C': 0.0007590912718550091, 'clf__coef0': 0.0, 'clf__gamma': 2.527038921829388e-06, 'clf__kernel': 'rbf', 'clf__random_state': 373, 'clf__shrinking': False, 'clf__tol': 0.00022027506266637846, 'selector__bootstrap': True, 'selector__criterion': 'entropy', 'selector__max_depth': None, 'selector__max_features': 0.18517170005494543, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 150, 'selector__random_state': 318}, 16: {'clf__C': 6087.323669595871, 'clf__coef0': 0.0, 'clf__gamma': 1.0926554432771362e-06, 'clf__kernel': 'rbf', 'clf__random_state': 747, 'clf__shrinking': False, 'clf__tol': 0.0006711251382610252, 'selector__bootstrap': True, 'selector__criterion': 'gini', 'selector__max_depth': 2, 'selector__max_features': 0.40273549176439105, 'selector__min_samples_leaf': 5, 'selector__min_samples_split': 2, 'selector__n_estimators': 34, 'selector__random_state': 593}, 17: {'clf__C': 6760.8002398456565, 'clf__coef0': 0.0, 'clf__gamma': 0.0004043919267505896, 'clf__kernel': 'rbf', 'clf__random_state': 428, 'clf__shrinking': True, 'clf__tol': 0.0005384378581011892, 'selector__bootstrap': False, 'selector__criterion': 'entropy', 'selector__max_depth': None, 'selector__max_features': 0.08514791817681833, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 24, 'selector__random_state': 763}, 18: {'clf__C': 976.9399732121884, 'clf__coef0': 0.0, 'clf__gamma': 0.016858909981550988, 'clf__kernel': 'rbf', 'clf__random_state': 746, 'clf__shrinking': True, 'clf__tol': 2.218140868107733e-05, 'selector__bootstrap': False, 'selector__criterion': 'entropy', 'selector__max_depth': 3, 'selector__max_features': None, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 174, 'selector__random_state': 850}, 19: {'clf__C': 10253.580106781135, 'clf__coef0': 0.0, 'clf__gamma': 0.0003387852004336597, 'clf__kernel': 'rbf', 'clf__random_state': 439, 'clf__shrinking': True, 'clf__tol': 0.00081218165417238, 'selector__bootstrap': True, 'selector__criterion': 'gini', 'selector__max_depth': None, 'selector__max_features': 0.7236874009887935, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 384, 'selector__random_state': 188}, 20: {'clf__C': 4.428855450414489e-05, 'clf__coef0': 0.0, 'clf__gamma': 7.95958721079562e-06, 'clf__kernel': 'rbf', 'clf__random_state': 129, 'clf__shrinking': True, 'clf__tol': 0.009373182496011953, 'selector__bootstrap': False, 'selector__criterion': 'gini', 'selector__max_depth': None, 'selector__max_features': None, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 2268, 'selector__random_state': 704}, 21: {'clf__C': 0.0011758159196177905, 'clf__coef0': 0.0, 'clf__gamma': 4.409593409849946e-05, 'clf__kernel': 'rbf', 'clf__random_state': 474, 'clf__shrinking': True, 'clf__tol': 0.008807731396419598, 'selector__bootstrap': False, 'selector__criterion': 'gini', 'selector__max_depth': None, 'selector__max_features': None, 'selector__min_samples_leaf': 1, 'selector__min_samples_split': 2, 'selector__n_estimators': 2612, 'selector__random_state': 222}}","{0: 0.5, 1: 0.39743589743589747, 2: 0.3420329670329671, 3: 0.44368131868131866, 4: 0.42307692307692313, 5: 0.4610805860805861, 6: 0.4917582417582418, 7: 0.48214285714285715, 8: 0.47756410256410253, 9: 0.4642857142857143, 10: 0.3804945054945056, 11: 0.37820512820512825, 12: 0.4294871794871795, 13: 0.44551282051282054, 14: 0.42307692307692313, 15: 0.43223443223443225, 16: 0.39514652014652013, 17: 0.4642857142857143, 18: 0.4070512820512821, 19: 0.4391025641025641, 20: 0.429029304029304, 21: 0.396978021978022}","{0: 0.011039125709455373, 1: 0.007438346147137356, 2: 0.016556046975003024, 3: 0.004690129010183955, 4: 0.005258892511639763, 5: 0.01082381522628775, 6: 0.010427014987454552, 7: 0.009961935957815079, 8: 0.0059769016087697375, 9: 0.00793249104375478, 10: 0.012662092943686351, 11: 0.011635269492412347, 12: 0.02201073575386762, 13: 0.010019262636020878, 14: 0.013614909967931956, 15: 0.006145669806384091, 16: 0.015708784499993293, 17: 0.011464832481315997, 18: 0.023913141193360986, 19: 0.012837486079244328, 20: 0.011035813240483566, 21: 0.01174141106146601}","{0: 0.2240874655647383, 1: 0.3181818181818182, 2: 0.30624999999999997, 3: 0.3672176308539945, 4: 0.17561983471074383, 5: 0.0, 6: 0.28512396694214875, 7: 0.0, 8: 0.28958333333333336, 9: 0.0, 10: 0.33818870523415967, 11: 0.3657024793388429, 12: 0.2324896694214877, 13: 0.14583333333333331, 14: 0.06430785123966937, 15: 0.34375000000000006, 16: 0.32024793388429756, 17: 0.1666666666666668, 18: 0.26652892561983466, 19: 0.19375000000000003, 20: 0.35685261707988986, 21: 0.3958333333333333}","{0: 0.0053899243657461165, 1: 0.000989193256759936, 2: 0.0005853654050838975, 3: 0.0026863085802616695, 4: 0.011428347157241076, 5: 0.00219455933537099, 6: 0.0038907047560503586, 7: 0.02720161277737936, 8: 0.0027781370238827074, 9: 0.00044412949935113843, 10: 0.0027006772268135916, 11: 0.0015582791309981885, 12: 0.0038781831865803036, 13: 0.00662036054809932, 14: 0.009860486782266698, 15: 0.0024543088188420633, 16: 0.000342888940589214, 17: 0.007794152124171847, 18: 0.004002517426329408, 19: 0.008899435055381003, 20: 0.00199341465936601, 21: 0.0018824850329933426}"
1,0 days 00:00:17.165928000,684,0.529246648905988,0.5300892238392239,"(0.434090909090909, 0.6212737127371273)",0.0482830252235262,"{'clf__C': 0.00011834814950856169, 'clf__gamma': 0.04604601319414588, 'clf__random_state': 494, 'clf__shrinking': 0, 'clf__tol': 0.0015341816276698687}","{0: {'clf__C': 0.00019763310113052012, 'clf__coef0': 0.0, 'clf__gamma': 0.0005218771793616449, 'clf__kernel': 'rbf', 'clf__random_state': 417, 'clf__shrinking': False, 'clf__tol': 0.003435982253945311}, 1: {'clf__C': 0.0013514293149657457, 'clf__coef0': 0.0, 'clf__gamma': 7.77966850698391e-06, 'clf__kernel': 'rbf', 'clf__random_state': 854, 'clf__shrinking': True, 'clf__tol': 0.00021677491197481637}, 2: {'clf__C': 0.00011834814950856169, 'clf__coef0': 0.0, 'clf__gamma': 0.0010963336474796638, 'clf__kernel': 'rbf', 'clf__random_state': 494, 'clf__shrinking': False, 'clf__tol': 0.0015341816276698687}, 3: {'clf__C': 0.10454317373849087, 'clf__coef0': 0.0, 'clf__gamma': 0.07658915356302344, 'clf__kernel': 'rbf', 'clf__random_state': 690, 'clf__shrinking': False, 'clf__tol': 2.2156527765246032e-05}, 4: {'clf__C': 0.05060914399524376, 'clf__coef0': 0.0, 'clf__gamma': 0.004159303708292237, 'clf__kernel': 'rbf', 'clf__random_state': 525, 'clf__shrinking': False, 'clf__tol': 0.002062438891696686}, 5: {'clf__C': 0.00017561464318817383, 'clf__coef0': 0.0, 'clf__gamma': 0.0036047395756840656, 'clf__kernel': 'rbf', 'clf__random_state': 678, 'clf__shrinking': True, 'clf__tol': 0.00014405750912214863}, 6: {'clf__C': 0.0022961478430602, 'clf__coef0': 0.0, 'clf__gamma': 7.260819310441384e-05, 'clf__kernel': 'rbf', 'clf__random_state': 607, 'clf__shrinking': True, 'clf__tol': 0.0003162095271256306}, 7: {'clf__C': 16.294541190060972, 'clf__coef0': 0.0, 'clf__gamma': 0.0006935657074365024, 'clf__kernel': 'rbf', 'clf__random_state': 115, 'clf__shrinking': True, 'clf__tol': 0.001386459129194513}, 8: {'clf__C': 0.031206825587844933, 'clf__coef0': 0.0, 'clf__gamma': 8.845066413146763e-05, 'clf__kernel': 'rbf', 'clf__random_state': 966, 'clf__shrinking': True, 'clf__tol': 3.063827232742552e-05}, 9: {'clf__C': 0.2730377743928186, 'clf__coef0': 0.0, 'clf__gamma': 6.684995063211457e-05, 'clf__kernel': 'rbf', 'clf__random_state': 976, 'clf__shrinking': False, 'clf__tol': 0.0005302931967107913}, 10: {'clf__C': 0.0009005153690173653, 'clf__coef0': 0.0, 'clf__gamma': 5.972907965278531e-07, 'clf__kernel': 'rbf', 'clf__random_state': 306, 'clf__shrinking': False, 'clf__tol': 0.0005493448612006708}, 11: {'clf__C': 105.3911748644354, 'clf__coef0': 0.0, 'clf__gamma': 3.722729082724298e-05, 'clf__kernel': 'rbf', 'clf__random_state': 630, 'clf__shrinking': True, 'clf__tol': 0.0007529411657820692}, 12: {'clf__C': 0.1691591881634087, 'clf__coef0': 0.0, 'clf__gamma': 1.3647265581771517e-05, 'clf__kernel': 'rbf', 'clf__random_state': 593, 'clf__shrinking': False, 'clf__tol': 3.0037761653036347e-05}, 13: {'clf__C': 0.5534979395414141, 'clf__coef0': 0.0, 'clf__gamma': 7.775800883859464e-07, 'clf__kernel': 'rbf', 'clf__random_state': 223, 'clf__shrinking': False, 'clf__tol': 1.9319669480621794e-05}, 14: {'clf__C': 46.059231132055814, 'clf__coef0': 0.0, 'clf__gamma': 0.003312998988844817, 'clf__kernel': 'rbf', 'clf__random_state': 85, 'clf__shrinking': True, 'clf__tol': 2.2085434451816156e-05}, 15: {'clf__C': 0.18012582435422395, 'clf__coef0': 0.0, 'clf__gamma': 0.0004305634905787517, 'clf__kernel': 'rbf', 'clf__random_state': 624, 'clf__shrinking': False, 'clf__tol': 0.005519860141960843}, 16: {'clf__C': 0.4486082431913723, 'clf__coef0': 0.0, 'clf__gamma': 4.759815490885542e-05, 'clf__kernel': 'rbf', 'clf__random_state': 819, 'clf__shrinking': True, 'clf__tol': 0.0065520267651167224}, 17: {'clf__C': 5.164231517181744e-05, 'clf__coef0': 0.0, 'clf__gamma': 0.02593571705910653, 'clf__kernel': 'rbf', 'clf__random_state': 636, 'clf__shrinking': False, 'clf__tol': 0.0011769232209239704}, 18: {'clf__C': 0.02853555561904361, 'clf__coef0': 0.0, 'clf__gamma': 8.291759779931328e-06, 'clf__kernel': 'rbf', 'clf__random_state': 374, 'clf__shrinking': True, 'clf__tol': 7.46803344442064e-05}, 19: {'clf__C': 427.9611997563725, 'clf__coef0': 0.0, 'clf__gamma': 8.28376825144047e-07, 'clf__kernel': 'rbf', 'clf__random_state': 494, 'clf__shrinking': True, 'clf__tol': 7.286683073573602e-05}, 20: {'clf__C': 2.2248835892120513e-05, 'clf__coef0': 0.0, 'clf__gamma': 0.3532480009977216, 'clf__kernel': 'rbf', 'clf__random_state': 589, 'clf__shrinking': False, 'clf__tol': 0.00014140344097781564}, 21: {'clf__C': 8725.974958510145, 'clf__coef0': 0.0, 'clf__gamma': 0.009167057920677313, 'clf__kernel': 'rbf', 'clf__random_state': 144, 'clf__shrinking': True, 'clf__tol': 9.637316714862477e-05}}","{0: 0.45009157509157505, 1: 0.4308608058608059, 2: 0.40979853479853473, 3: 0.5, 4: 0.4455128205128205, 5: 0.40979853479853473, 6: 0.43086080586080583, 7: 0.4285714285714286, 8: 0.43086080586080583, 9: 0.413003663003663, 10: 0.4308608058608059, 11: 0.4642857142857143, 12: 0.4308608058608059, 13: 0.4308608058608059, 14: 0.47573260073260076, 15: 0.4693223443223443, 16: 0.4308608058608059, 17: 0.5, 18: 0.4308608058608059, 19: 0.4500915750915751, 20: 0.5, 21: 0.43727106227106227}","{0: 0.012011943337492791, 1: 0.016032517543506555, 2: 0.019774986917844066, 3: 0.0, 4: 0.02068989923385528, 5: 0.02199449207690966, 6: 0.013590984717358348, 7: 0.009396342363375332, 8: 0.013590984717358348, 9: 0.013484692200351544, 10: 0.016032517543506555, 11: 0.011439171329281222, 12: 0.016032517543506555, 13: 0.016032517543506555, 14: 0.014776664117323451, 15: 0.012586577037126493, 16: 0.015376699003072633, 17: 0.0031514242777979026, 18: 0.016032517543506555, 19: 0.012330342886661573, 20: 0.0, 21: 0.012534080693421351}","{0: 0.3429752066115702, 1: 0.3458333333333332, 2: 0.34297520661157016, 3: 0.16806129476584025, 4: 0.30578512396694213, 5: 0.3119834710743801, 6: 0.3402720385674931, 7: 0.1493629476584022, 8: 0.3416666666666667, 9: 0.3429752066115702, 10: 0.34374999999999994, 11: 0.20540633608815423, 12: 0.3479166666666666, 13: 0.34374999999999994, 14: 0.0, 15: 0.3402548209366391, 16: 0.34504132231404955, 17: 0.21575413223140494, 18: 0.3458333333333332, 19: 0.32987258953168036, 20: 0.0, 21: 0.0}","{0: 0.00010602958586617439, 1: 0.0002388880944114322, 2: 0.00017636042999491478, 3: 0.0005327291035827854, 4: 0.0002761152566233329, 5: 0.000136744048770954, 6: 0.0002648216765703623, 7: 0.00044550934068331735, 8: 0.00020035949512024875, 9: 0.00027361045892812465, 10: 0.00024161421929664822, 11: 0.000707556512248706, 12: 0.0002666658721892101, 13: 0.00024161421929664822, 14: 0.0, 15: 0.0001649019899407294, 16: 0.000290004726547975, 17: 0.0009130066276020924, 18: 0.0002388880944114322, 19: 6.924291990149435e-05, 20: 0.011127825968171575, 21: 0.0}"
