"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000127, 1, 0.000127, clf__n_components='10', clf__tol='0.000500005'
0.259337, 0.400714, 0.275367, 1, 0.016030, clf__n_components='10', clf__tol='0.000500005'
