"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000371, 1, 0.000371, LogRegEstimator__C='1.0', LogRegEstimator__penalty=''l2'', LogRegEstimator__random_state='500', ReliefFSelection__num_features='20', ReliefFSelection__num_neighbors='20'
0.172847, 0.441698, 0.187354, 1, 0.014507, LogRegEstimator__C='1.0', LogRegEstimator__penalty=''l2'', LogRegEstimator__random_state='500', ReliefFSelection__num_features='20', ReliefFSelection__num_neighbors='20'
