"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000110, 1, 0.000110, clf__n_components='10', clf__tol='0.000500005'
0.345930, 0.400714, 0.361247, 1, 0.015317, clf__n_components='10', clf__tol='0.000500005'
