"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
0.000000, 2147483648.000000, 0.000255, 1, 0.000255, ReliefFSelection__num_features='20', ReliefFSelection__num_neighbors='20'
0.227562, 0.480877, 0.254284, 1, 0.026722, ReliefFSelection__num_features='20', ReliefFSelection__num_neighbors='20'
